id,run,time,fuel_consumption,speed,acc_long,acc_lat,acc_norm,throttle_position,engine_speed,steering_angle,deflection,deterministic_score,fuzzy_score,jerk_score,deterministic_class,fuzzy_class,jerk_class,group_match_strength,group_match_id,cluster_id,cluster_score
20556,11,676,614.4,36,-0.8,0.2,0.824621125123532,8,2221,2,1.3,0,0.160769230769231,1.44189898772997,Normal,Calmo,Agressivo,2,1,2,1.32432240769121
20557,11,677,614.4,33,-0.8,0.2,0.824621125123532,10.4,1629,2.7,0.7,0,0.167058823529412,1.47341963012338,Normal,Calmo,Agressivo,2,1,1,1.25312567832381
20558,11,678,524.8,32,-0.2,0.2,0.282842712474619,9.4,1532,3.9,1.2,0,0.169227053140097,1.4379103245212,Normal,Calmo,Agressivo,2,1,2,1.33641814564129
20559,11,679,1011.2,32,0.2,0.2,0.282842712474619,14.6,1638,3,0.9,0,0.169227053140097,1.47341963012338,Normal,Calmo,Agressivo,2,1,2,1.08823972609636
20560,11,680,1305.6,33,0.5,0.2,0.53851648071345,17.9,1653,3.1,0.1,0,0.167058823529412,1.47341963012338,Normal,Calmo,Agressivo,2,1,2,1.10783380280714
20561,11,681,1497.6,35,0.5,0.1,0.509901951359279,21.1,1701,0.4,2.7,0,0.162828282828283,1.44189898772997,Normal,Calmo,Agressivo,2,1,2,1.15413102542194
20562,11,682,896,36,0,0,0,10.4,1752,0.5,0.1,0,0.160769230769231,1.45379931874134,Normal,Calmo,Agressivo,2,1,2,1.21542559816247
20563,11,683,1318.4,37,0.3,0,0.3,17.4,1944,1.2,0.7,0,0.15875,1.45379931874134,Normal,Calmo,Agressivo,2,1,2,0.871601637368316
20564,11,684,1587.2,39,0.5,0.1,0.509901951359279,17.9,1945,3.8,2.6,0,0.154838709677419,1.45379931874134,Normal,Calmo,Agressivo,2,1,2,0.981038636857483
20565,11,685,716.8,39,-0.1,0.2,0.223606797749979,8,1894,7.2,3.4,0,0.154838709677419,1.44189898772997,Normal,Calmo,Agressivo,2,1,2,0.860110897770187
20566,11,686,601.6,39,-0.1,0.2,0.223606797749979,10.4,1875,5.7,1.5,0,0.154838709677419,0.934334414625714,Normal,Calmo,Normal,2,1,2,0.891244066083341
20567,11,687,819.2,39,0,0.2,0.2,12.2,1881,4.8,0.9,0,0.154838709677419,0.75022855394158,Normal,Calmo,Normal,2,1,2,0.801170855507897
20568,11,688,1267.2,40,0.3,0.3,0.424264068711929,15.5,1920,7.1,2.3,0,0.152950819672131,0.643053046235639,Normal,Calmo,Normal,2,1,2,0.652403095501656
20569,11,689,1305.6,41,0.3,0.3,0.424264068711929,14.6,1987,6.7,0.399999999999999,0,0.166009852216749,0.686258091051074,Normal,Calmo,Normal,2,1,2,0.656223613539358
20570,11,690,1177.6,42,0.2,0.3,0.360555127546399,14.1,2043,5.9,0.8,0,0.178731466227347,0.710921891552893,Normal,Calmo,Normal,2,1,2,0.593736524150728
20571,11,691,1139.2,43,0.1,0.3,0.316227766016838,13.6,2080,4.3,1.6,0,0.191158940397351,0.718955162260602,Normal,Calmo,Normal,2,1,2,0.605531618884696
20572,11,692,1126.4,44,0.1,0.2,0.223606797749979,13.6,2058,3.1,1.2,0,0.203333333333333,0.710921891552893,Normal,Calmo,Normal,2,1,2,0.662306116833791
20573,11,693,793.6,44,0,0.1,0.1,9.4,1637,0.6,2.5,0,0.203333333333333,0.718955162260602,Normal,Calmo,Normal,2,1,2,1.00091488601136
20574,11,694,870.4,44,0,0.1,0.1,13.2,1632,0.2,0.4,0,0.203333333333333,0.710921891552892,Normal,Calmo,Normal,2,1,2,0.968212432683314
20575,11,695,537.6,44,-0.2,0,0.2,7.1,1509,-0.5,0.7,0,0.203333333333333,0.428702030823757,Normal,Calmo,Calmo,3,1,2,1.17747235148636
20576,11,696,281.6,43,-0.4,0,0.4,5.7,1428,0.6,1.1,0,0.191158940397351,0.491139876707789,Normal,Calmo,Calmo,3,1,2,1.38958520636427
20577,11,697,243.2,42,-0.4,0,0.4,5.7,1416,1.1,0.5,0,0.178731466227347,0.491139876707788,Normal,Calmo,Calmo,3,1,2,1.44788426536324
20578,11,698,268.8,41,-0.4,0,0.4,6.6,1404,1.2,0.0999999999999999,0,0.166009852216749,0.428702030823756,Normal,Calmo,Calmo,3,1,1,1.42785159092657
20579,11,699,358.4,40,-0.3,0.1,0.316227766016838,8,1394,2.8,1.6,0,0.152950819672131,0.428702030823756,Normal,Calmo,Calmo,3,1,2,1.41133288391703
20580,11,700,563.2,39,-0.1,0.2,0.223606797749979,9.9,1458,4.4,1.6,0,0.154838709677419,0.428702030823756,Normal,Calmo,Calmo,3,1,2,1.25887118773071
20581,11,701,576,39,-0.1,0.1,0.14142135623731,9.4,1462,1.8,2.6,0,0.154838709677419,0.491139876707788,Normal,Calmo,Calmo,3,1,2,1.32107394813002
20582,11,702,857.6,39,0.1,0.1,0.14142135623731,13.2,1573,1.6,0.2,0,0.154838709677419,0.491139876707789,Normal,Calmo,Calmo,3,1,2,1.0820596367545
20583,11,703,1600,40,0.4,0.1,0.412310562561766,20.2,1895,2,0.4,0,0.152950819672131,0.491139876707789,Normal,Calmo,Calmo,3,1,2,1.00363474617026
20584,11,704,1280,42,0.3,0.2,0.360555127546399,14.1,1729,0.5,1.5,0,0.178731466227347,0.525050613606555,Normal,Calmo,Normal,2,1,2,0.698466400660239
20585,11,705,972.8,42,0.1,0,0.1,13.6,1550,0.4,0.1,0,0.178731466227347,0.71092189155289,Normal,Calmo,Normal,2,1,2,1.08668450613076
20586,11,706,960,43,0.1,0.1,0.14142135623731,11.8,1506,0.2,0.2,0,0.191158940397351,0.71092189155289,Normal,Calmo,Normal,2,1,2,1.0764920093072
20587,11,707,896,44,0.1,0.1,0.14142135623731,13.2,1510,0.9,0.7,0,0.203333333333333,0.71092189155289,Normal,Calmo,Normal,2,1,2,1.05517098303865
20588,11,708,1126.4,44,0.2,0.1,0.223606797749979,14.1,1538,2,1.1,0,0.203333333333333,0.686258091051072,Normal,Calmo,Normal,2,1,2,0.934444210881831
20589,11,709,1203.2,45,0.2,0.1,0.223606797749979,15.5,1576,1,1,0,0.215294117647059,0.643053046235637,Normal,Calmo,Normal,2,1,2,0.89456247714407
20590,11,710,1216,46,0.2,0,0.2,15,1606,0.1,0.9,0,0.227079796264856,0.643053046235637,Normal,Calmo,Normal,2,1,2,0.868186981026753
20591,11,711,1049.6,47,0.1,0.1,0.14142135623731,11.8,1626,2.4,2.3,0,0.23872852233677,0.686258091051072,Normal,Calmo,Normal,2,1,2,0.862784247798541
20592,11,712,614.4,47,-0.1,0.2,0.223606797749979,8,1613,2.5,0.1,0,0.23872852233677,0.643053046235636,Normal,Calmo,Normal,2,1,2,0.938322518012647
20593,11,713,371.2,46,-0.3,0,0.3,8,1591,0.1,2.4,0,0.227079796264856,0.643053046235637,Normal,Calmo,Normal,2,1,2,1.08609195876372
20594,11,714,576,45,-0.1,0,0.1,10.8,1573,-1.4,1.5,0,0.215294117647059,0.686258091051072,Normal,Calmo,Normal,2,1,2,1.13124101916229
20595,11,715,499.2,45,-0.2,0,0.2,7.5,1545,0.6,2,0,0.215294117647059,0.525050613606555,Normal,Calmo,Normal,2,1,2,1.13578171406789
20596,11,716,396.8,44,-0.3,0.1,0.316227766016838,8,1517,0.9,0.3,0,0.203333333333333,0.525050613606555,Normal,Calmo,Normal,2,1,2,1.17068936814121
20597,11,717,473.6,43,-0.2,0.1,0.223606797749979,9.9,1501,1.4,0.5,0,0.191158940397351,0.525050613606555,Normal,Calmo,Normal,2,1,2,1.18617736962501
20598,11,718,678.4,43,0,0.1,0.1,11.3,1491,-1,2.4,0,0.191158940397351,0.525050613606555,Normal,Calmo,Normal,2,1,2,1.20393154883429
20599,11,719,972.8,43,0.1,0.1,0.14142135623731,14.1,1492,1.3,2.3,0,0.191158940397351,0.535877538529697,Normal,Calmo,Normal,2,1,2,1.08837918772636
20600,11,720,1075.2,44,0.2,0.1,0.223606797749979,13.2,1508,1.2,0.1,0,0.203333333333333,0.525050613606556,Normal,Calmo,Normal,2,1,2,0.971774145664446
20601,11,721,486.4,43,-0.2,0.1,0.223606797749979,8,1515,0.1,1.1,0,0.191158940397351,0.525050613606556,Normal,Calmo,Normal,2,1,2,1.18107483500955
20602,11,722,960,43,0.1,0.1,0.14142135623731,14.6,1596,1,0.9,0,0.191158940397351,0.525050613606556,Normal,Calmo,Normal,2,1,2,0.958803595891234
20603,11,723,1190.4,44,0.2,0.1,0.223606797749979,15.5,1552,1.4,0.4,0,0.203333333333333,0.525050613606555,Normal,Calmo,Normal,2,1,2,0.941321252202257
20604,11,724,1152,45,0.2,0.2,0.282842712474619,14.6,1557,2.6,1.2,0,0.215294117647059,0.525050613606555,Normal,Calmo,Normal,2,1,2,0.844866831804055
20605,11,725,921.6,45,0.1,0.3,0.316227766016838,10.8,1571,3.8,1.2,0,0.215294117647059,0.525050613606556,Normal,Calmo,Normal,2,1,2,0.786850322357346
20606,11,726,588.8,45,-0.1,0.4,0.412310562561766,9.9,1564,6.2,2.4,0,0.215294117647059,0.535877538529697,Normal,Calmo,Normal,2,1,2,0.90208331523487
20607,11,727,691.2,45,0,0.5,0.5,10.8,1551,6.6,0.399999999999999,0,0.215294117647059,0.535877538529698,Normal,Calmo,Normal,2,1,2,0.862689265771578
20608,11,728,806.4,45,0,0.5,0.5,11.8,1546,7.9,1.3,0,0.215294117647059,0.525050613606557,Normal,Calmo,Normal,2,1,2,0.811665711665572
20609,11,729,947.2,45,0.1,0.2,0.223606797749979,12.2,1549,2.6,5.3,0,0.215294117647059,0.525050613606557,Normal,Calmo,Normal,2,1,2,0.894590170023273
20610,11,730,704,45,0,0.1,0.1,10.4,1540,1.6,1,0,0.215294117647059,0.491139876707791,Normal,Calmo,Calmo,3,1,2,1.11442621125873
20611,11,731,896,44,0.1,0.1,0.14142135623731,13.2,1534,1.9,0.3,0,0.203333333333333,0.525050613606558,Normal,Calmo,Normal,2,1,2,1.02439931641241
20612,11,732,985.6,44,0.1,0.1,0.14142135623731,12.2,1535,1.6,0.3,0,0.203333333333333,0.525050613606558,Normal,Calmo,Normal,2,1,2,1.01913736824934
20613,11,733,857.6,44,0.1,0.1,0.14142135623731,11.8,1531,0.8,0.8,0,0.203333333333333,0.491139876707793,Normal,Calmo,Calmo,3,1,2,1.03609993032432
20614,11,734,512,43,-0.3,0.1,0.316227766016838,6.6,1494,0.5,0.3,0,0.191158940397351,0.525050613606559,Normal,Calmo,Normal,2,1,2,1.15866524393797
20615,11,735,268.8,41,-0.8,0.1,0.806225774829855,6.1,1390,0.2,0.3,0,0.166009852216749,0.525050613606559,Normal,Calmo,Normal,2,1,1,1.29637838763859
20616,11,736,307.2,39,-0.3,0,0.3,6.6,1335,-0.4,0.6,0,0.154838709677419,0.525050613606559,Normal,Calmo,Normal,2,1,1,1.42443441359829
20617,11,737,268.8,37,-0.3,0.1,0.316227766016838,6.6,1209,-1.4,1,0,0.15875,0.525050613606558,Normal,Calmo,Normal,2,1,1,1.32217054707425
20618,11,738,460.8,36,-0.1,0.1,0.14142135623731,8.9,1311,6.2,7.6,0,0.160769230769231,0.5358775385297,Normal,Calmo,Normal,2,1,1,1.45879109550677
20619,11,739,563.2,36,-0.1,0.3,0.316227766016838,9.4,1355,7.3,1.1,0,0.160769230769231,0.525050613606558,Normal,Calmo,Normal,2,1,1,1.30848786749457
20620,11,740,537.6,36,-0.1,0.5,0.509901951359279,10.4,1347,16.1,8.8,0,0.160769230769231,0.525050613606558,Normal,Calmo,Normal,2,1,1,0.998318064710015
20621,11,741,1254.4,36,0.3,0.4,0.5,16.5,1703,3.5,12.6,0,0.160769230769231,0.5358775385297,Normal,Calmo,Normal,2,1,2,1.00585055165203
20622,11,742,1510.4,37,0.4,0,0.4,17.4,1824,-4.2,7.7,0,0.15875,0.535877538529699,Normal,Calmo,Normal,2,1,2,0.997932217622555
20623,11,743,1011.2,38,0.1,-0.1,0.14142135623731,10.8,1622,-3.8,0.4,0,0.156772486772487,0.535877538529698,Normal,Calmo,Normal,2,1,2,1.05277120397254
20624,11,744,704,38,0,-0.1,0.1,12.2,1483,-5.8,2,0,0.156772486772487,0.535877538529699,Normal,Calmo,Normal,2,1,2,1.29251517858277
20625,11,745,1715.2,39,0.4,-0.2,0.447213595499958,22.6,1892,-3.6,2.2,0,0.154838709677419,0.535877538529699,Normal,Calmo,Normal,2,1,2,1.18025805612953
20626,11,746,1830.4,41,0.5,-0.1,0.509901951359279,20.7,1957,-0.3,3.3,0,0.166009852216749,0.525050613606557,Normal,Calmo,Normal,2,1,2,1.2219603020667
20627,11,747,665.6,42,-0.1,0,0.1,7.1,1512,0.4,0.7,0,0.178731466227347,0.491139876707792,Normal,Calmo,Calmo,3,1,2,1.24494774645516
20628,11,748,716.8,42,0,0.2,0.2,12.7,1502,5.1,4.7,0,0.178731466227347,0.491139876707791,Normal,Calmo,Calmo,3,1,2,1.08357086981634
20629,11,749,1369.6,43,0.3,0.1,0.316227766016838,20.7,1507,0.8,4.3,0,0.191158940397351,0.491139876707791,Normal,Calmo,Calmo,3,1,2,1.10234931005745
20630,11,750,857.6,43,0,0.1,0.1,9.9,1501,-1.3,2.1,0,0.191158940397351,0.428702030823758,Normal,Calmo,Calmo,3,1,2,1.15250329493078
20631,11,751,1344,44,0.2,0.1,0.223606797749979,17.4,1635,1,2.3,0,0.203333333333333,0.321526523117818,Normal,Calmo,Calmo,3,1,2,0.923480566950119
20632,11,752,524.8,43,-0.5,0,0.5,6.1,1490,-0.9,1.9,0,0.191158940397351,0.428702030823758,Normal,Calmo,Calmo,3,1,2,1.13936282412504
20633,11,753,64,40,-1.2,0,1.2,6.1,1350,-2.9,2,0,0.160769230769231,0.47930344150707,Normal,Calmo,Calmo,3,1,1,1.62562847856595
20634,11,754,38.4,38,-0.6,0,0.6,6.1,1167,4.1,7,0,0.156772486772487,0.47930344150707,Normal,Calmo,Calmo,3,1,1,1.12090003587538
20635,11,755,345.6,35,-0.7,0.1,0.707106781186547,7.1,1012,1.5,2.6,0,0.162828282828283,0.47930344150707,Normal,Calmo,Calmo,3,1,1,0.996547279898276
20636,11,756,358.4,32,-1.5,0.1,1.50332963783729,6.6,1011,0,1.5,0,0.173501577581177,0.5771577722848,Normal,Calmo,Normal,2,1,1,1.8857097199103
20637,11,757,320,28,-0.9,0.2,0.921954445729289,6.6,993,2.4,2.4,0,0.169227053140097,0.577157772284801,Normal,Calmo,Normal,2,1,1,0.924219228669205
20638,11,758,307.2,24,-1.1,0.1,1.10453610171873,6.6,928,2.4,0,0,0.160769230769231,0.64305304623564,Normal,Calmo,Normal,2,1,1,1.1902240999485
20639,11,759,320,21,-1,0.1,1.00498756211209,6.6,898,1.7,0.7,0,0.154838709677419,0.64305304623564,Normal,Calmo,Normal,2,1,1,1.03786480264615
20640,11,760,396.8,17,-1.1,0.1,1.10453610171873,7.5,1063,1.7,0,0,0.156945249163477,0.64305304623564,Normal,Calmo,Normal,2,1,1,1.04438705818708
20641,11,761,371.2,14,-1.1,0,1.1,7.5,961,0.4,1.3,0,0.156772486772487,0.64305304623564,Normal,Calmo,Normal,2,1,1,1.08177296294833
20642,11,762,409.6,9,-1.6,0,1.6,8.5,868,0.5,0.1,0,0.169227053140097,0.677837427471395,Normal,Calmo,Normal,2,1,1,2.05802866645514
20643,11,763,422.4,3,-1.8,0.1,1.80277563773199,8,823,0.5,0,0,0.160652263865106,0.577157772284799,Normal,Calmo,Normal,2,1,1,2.51142536660421
20686,11,806,537.6,2,0.6,0,0.6,9.9,942,4.1,1,0,0.152950819672131,0.643053046235639,Normal,Calmo,Normal,2,1,1,1.00141094014951
20687,11,807,691.2,5,0.9,0,0.9,11.3,1249,4.2,0.100000000000001,0,0.152950819672131,0.686258091051075,Normal,Calmo,Normal,2,1,1,0.939391394709801
20688,11,808,1049.6,9,1,0,1,13.6,1608,3.3,0.9,0,0.152950819672131,0.710921891552893,Normal,Calmo,Normal,2,1,1,1.40759490149282
20689,11,809,1369.6,12,1,0.1,1.00498756211209,15.5,2041,3.8,0.5,0,0.153133282507582,0.718955162260602,Normal,Calmo,Normal,2,1,1,2.15460996522607
20690,11,810,1446.4,16,1.1,0.1,1.10453610171873,16.9,1875,6.9,3.1,0,0.156945249163477,0.710921891552893,Normal,Calmo,Normal,2,1,1,2.04244069730803
20691,11,811,1510.4,19,1,0,1,16.5,2025,7.8,0.899999999999999,0,0.152950819672131,0.686258091051075,Normal,Calmo,Normal,2,1,2,1.98192448678991
20692,11,812,1523.2,22,0.8,0.1,0.806225774829855,16.5,2180,9.4,1.6,0,0.156772486772487,0.686258091051075,Normal,Calmo,Normal,2,1,2,1.74130453330008
20693,11,813,1510.4,25,0.6,0.2,0.632455532033676,16.9,2059,8.9,0.5,0,0.162828282828283,0.686258091051075,Normal,Calmo,Normal,2,1,2,1.45380145343339
20694,11,814,1548.8,27,0.7,0.2,0.728010988928052,19.3,1831,4.4,4.5,0,0.167058823529412,0.643053046235639,Normal,Calmo,Normal,2,1,2,1.47894617987454
20695,11,815,1625.6,30,0.7,0.1,0.707106781186547,17.9,1915,4,0.4,0,0.173661971830986,0.5771577722848,Normal,Calmo,Normal,2,1,2,1.38940819418131
20696,11,816,1459.2,32,0.5,0.1,0.509901951359279,16,2044,2.7,1.3,0,0.169227053140097,0.42870203082376,Normal,Calmo,Calmo,3,1,2,1.1081344697299
20697,11,817,1548.8,34,0.5,0.1,0.509901951359279,19.7,1799,4.9,2.2,0,0.164925373134328,0.491139876707793,Normal,Calmo,Calmo,3,1,2,1.14284990313713
20698,11,818,1548.8,36,0.5,0.3,0.58309518948453,18.8,1732,6,1.1,0,0.160769230769231,0.525050613606559,Normal,Calmo,Normal,2,1,2,1.1309964511624
20699,11,819,1395.2,37,0.4,0.2,0.447213595499958,15.5,1799,-0.4,6.4,0,0.15875,0.525050613606559,Normal,Calmo,Normal,2,1,2,0.888956196433377
20700,11,820,678.4,38,-0.2,-0.1,0.223606797749979,6.6,1807,-3.9,3.5,0,0.156772486772487,0.5358775385297,Normal,Calmo,Normal,2,1,2,0.958028151608569
20701,11,821,140.8,36,-0.5,-0.1,0.509901951359279,7.5,1714,0.1,4,0,0.160769230769231,0.535877538529699,Normal,Calmo,Normal,2,1,2,1.35597773881793
20702,11,822,537.6,35,-0.2,0.2,0.282842712474619,10.4,1705,5.2,5.1,0,0.162828282828283,0.525050613606557,Normal,Calmo,Normal,2,1,2,1.08462916327849
20703,11,823,729.6,35,0,0.1,0.1,8.9,1703,3.9,1.3,0,0.162828282828283,0.491139876707792,Normal,Calmo,Calmo,3,1,2,1.1784530476249
20704,11,824,256,34,-0.5,0.2,0.53851648071345,6.6,1608,7.6,3.7,0,0.164925373134328,0.491139876707791,Normal,Calmo,Calmo,3,1,1,1.23109319197678
20705,11,825,0,32,-0.6,0.2,0.632455532033676,7.5,1525,-0.3,7.9,0,0.169227053140097,0.491139876707791,Normal,Calmo,Calmo,3,1,1,1.10010865377973
20706,11,826,243.2,31,-0.4,0,0.4,9.9,1502,0,0.3,0,0.171428571428571,0.491139876707791,Normal,Calmo,Calmo,3,1,1,1.2201509015024
20707,11,827,1433.6,31,0.5,0,0.5,17.9,1593,-1.6,1.6,0,0.171428571428571,0.428702030823758,Normal,Calmo,Calmo,3,1,2,1.27224519426543
20708,11,828,1382.4,33,0.5,0,0.5,16.5,1602,-0.6,1,0,0.167058823529412,0.479303441507066,Normal,Calmo,Calmo,3,1,2,1.16091642004035
20709,11,829,422.4,33,-0.5,0,0.5,6.1,1567,0.2,0.8,0,0.167058823529412,0.577157772284799,Normal,Calmo,Normal,2,1,1,1.20955284084606
20710,11,830,25.6,30,-1,0,1,7.1,1440,-6.3,6.5,0,0.173661971830986,0.710921891552892,Normal,Calmo,Normal,2,1,1,1.13461301547842
20711,11,831,51.2,27,-0.8,-0.1,0.806225774829855,6.1,1222,-6.7,0.4,0,0.167058823529412,0.837067474325446,Normal,Calmo,Normal,2,1,1,0.906260778609955
20712,11,832,320,23,-1.4,-0.1,1.40356688476182,7.1,972,-7,0.3,0,0.16937383669685,0.837067474325446,Normal,Calmo,Normal,2,1,1,1.63712202619817
20713,11,833,345.6,18,-1.7,0,1.7,7.5,982,-3.5,3.5,0,0.164925373134328,0.837067474325446,Normal,Calmo,Normal,2,1,1,2.13729499292744
20714,11,834,435.2,14,-1,0,1,8,986,-15.6,12.1,0,0.152950819672131,0.837067474325446,Normal,Calmo,Normal,2,1,1,0.745253105867945
20715,11,835,460.8,10,-1.2,0,1.2,8.5,879,-5.4,10.2,0,0.160769230769231,0.934334414625711,Normal,Calmo,Normal,2,1,1,1.23201325573711
20716,11,836,448,7,-0.5,0.1,0.509901951359279,8,854,-0.4,5,0,0.152950819672131,0.934334414625711,Normal,Calmo,Normal,2,1,1,0.944722016487198
20717,11,837,371.2,5,-0.6,0,0.6,7.1,816,1.9,2.3,0,0.152950819672131,0.934334414625711,Normal,Calmo,Normal,2,1,1,1.03725138438916
20718,11,838,371.2,2,-0.8,0,0.8,8,778,2.1,0.2,0,0.152950819672131,0.890266629830518,Normal,Calmo,Normal,2,1,1,1.1942992107931
20752,11,872,972.8,4,1.7,0,1.7,13.2,1435,-9.3,14.1,0,0.164925373134328,1.28610609247128,Normal,Calmo,Agressivo,2,1,1,2.27508613097993
20753,11,873,1228.8,9,1.4,0,1.4,16,1711,-12.4,3.1,0,0.169227053140097,1.29056401257116,Normal,Calmo,Agressivo,2,1,1,2.08786040473058
20754,11,874,1702.4,13,1.3,-0.1,1.30384048104053,17.9,2286,-11.5,0.9,0,0.165080494725883,1.28610609247128,Normal,Calmo,Agressivo,2,1,2,2.72173632936383
20755,11,875,1715.2,18,1.2,-0.1,1.20415945787923,18.8,2146,-4,7.5,0,0.160932941196905,1.2726386418523,Normal,Calmo,Agressivo,2,1,2,2.41217222682527
20756,11,876,1932.8,21,1.2,0,1.2,21.1,2254,-3,1,0,0.160769230769231,1.30824379545705,Normal,Calmo,Agressivo,2,1,2,2.49423683341344
20757,11,877,2188.8,25,1.3,-0.2,1.31529464379659,22.1,2502,-4.6,1.6,0,0.165551435246956,1.2681177087651,Normal,Calmo,Agressivo,2,1,2,2.86961544524075
20758,11,878,2124.8,28,0.9,-0.2,0.921954445729289,19.7,2516,-3,1.6,0,0.169227053140097,1.21727977035329,Normal,Calmo,Agressivo,2,1,2,2.32908359881614
20759,11,879,832,29,0.1,-0.2,0.223606797749979,10.4,1928,-4.2,1.2,0,0.171428571428571,1.17893058476534,Normal,Calmo,Agressivo,2,1,2,1.14523828400787
20760,11,880,1612.8,30,0.6,-0.2,0.632455532033676,18.8,2115,-0.7,3.5,0,0.173661971830986,1.17893058476534,Normal,Calmo,Agressivo,2,1,2,1.38791405735171
20761,11,881,1126.4,31,0.3,-0.2,0.360555127546399,12.2,2026,2.3,3,0,0.171428571428571,1.17893058476534,Normal,Calmo,Agressivo,2,1,2,0.98976221502871
20762,11,882,1126.4,31,0.3,-0.1,0.316227766016838,15.5,1755,0.2,2.1,0,0.171428571428571,0.677837427471394,Normal,Calmo,Normal,2,1,2,1.03742861959203
20763,11,883,1446.4,33,0.5,-0.1,0.509901951359279,17.4,1803,0.6,0.4,0,0.167058823529412,0.750228553941577,Normal,Calmo,Normal,2,1,2,1.07454611619831
20764,11,884,1497.6,35,0.5,0.1,0.509901951359279,18.8,1781,9.8,9.2,0,0.162828282828283,0.830177912932858,Normal,Calmo,Normal,2,1,2,1.10548319170151
20765,11,885,857.6,36,0,0.5,0.5,8.5,1735,15.8,6,0,0.160769230769231,0.830177912932858,Normal,Calmo,Normal,2,1,2,0.872596713731171
20766,11,886,179.2,35,-0.6,0.9,1.0816653826392,7.1,1629,27.5,11.7,0,0.162828282828283,0.802028060178353,Normal,Calmo,Normal,2,1,1,1.4228781917691
20767,11,887,0,33,-0.6,1,1.16619037896906,7.5,1599,31.7,4.2,0,0.167058823529412,0.802028060178353,Normal,Calmo,Normal,2,1,1,1.56593061015631
20768,11,888,0,32,-0.6,1.2,1.34164078649987,7.1,1511,38.8,7.1,0,0.169227053140097,0.802028060178353,Normal,Calmo,Normal,2,1,1,1.70415508191762
20769,11,889,0,30,-0.6,1.3,1.43178210632764,7.1,1420,46.9,8.1,0,0.173661971830986,0.686258091051073,Normal,Calmo,Normal,2,1,1,1.7667383484913
20770,11,890,204.8,28,-0.4,1,1.0770329614269,8.9,1377,34.3,12.6,0,0.169227053140097,0.686258091051073,Normal,Calmo,Normal,2,1,1,1.02219548029513
20771,11,891,1267.2,29,0.4,0.3,0.5,13.2,1714,0.1,34.2,0,0.171428571428571,0.643053046235639,Normal,Calmo,Normal,2,1,2,1.77777637442294
20772,11,892,486.4,29,-0.3,-0.1,0.316227766016838,7.1,1444,-5.3,5.4,0,0.171428571428571,0.643053046235639,Normal,Calmo,Normal,2,1,1,1.1155074317776
20773,11,893,345.6,27,-1,-0.1,1.00498756211209,7.1,1269,-9.2,3.9,0,0.167058823529412,0.643053046235639,Normal,Calmo,Normal,2,1,1,0.891877346809601
20774,11,894,307.2,23,-0.8,-0.1,0.806225774829855,6.6,1050,4.4,13.6,0,0.15875,0.677837427471395,Normal,Calmo,Normal,2,1,1,0.488658470784801
20775,11,895,371.2,22,-0.4,0,0.4,7.5,1150,5.8,1.4,0,0.156772486772487,0.934334414625713,Normal,Calmo,Normal,2,1,1,0.84929429052919
20776,11,896,409.6,21,-0.3,0,0.3,7.5,1345,0.1,5.7,0,0.154838709677419,0.934334414625713,Normal,Calmo,Normal,2,1,1,0.950199460033194
20777,11,897,1177.6,22,0.4,0,0.4,20.2,1684,3.1,3,0,0.156772486772487,1.01109171751642,Normal,Calmo,Agressivo,2,1,2,1.47112824277744
20778,11,898,2137.6,25,1.2,0,1.2,84.5,1891,3.9,0.8,0.2475,0.162828282828283,1.05010122721312,Agressivo,Calmo,Agressivo,2,3,3,2.22777845924239
20779,11,899,2316.8,29,1.1,0,1.1,92.5,1965,-0.9,4.8,0.29008064516129,0.171428571428571,1.05010122721312,Agressivo,Calmo,Agressivo,2,3,3,2.02138115445542
20780,11,900,2483.2,33,1.1,-0.2,1.11803398874989,85,2161,-4.1,3.2,0.250161290322581,0.167058823529412,1.05010122721312,Agressivo,Calmo,Agressivo,2,3,3,1.50166099139066
20781,11,901,2841.6,37,1.1,-0.2,1.11803398874989,68.1,2385,-1.8,2.3,0.160209677419355,0.15875,1.11894515069812,Agressivo,Calmo,Agressivo,2,3,3,1.11154124799223
20782,11,902,1728,40,0.4,0.1,0.412310562561766,16,2396,6.2,8,0,0.152950819672131,1.11894515069812,Normal,Calmo,Agressivo,2,1,2,1.41593189442649
20783,11,903,1075.2,40,0.1,0.4,0.412310562561766,14.6,2079,9.7,3.5,0,0.152950819672131,1.24987045947792,Normal,Calmo,Agressivo,2,1,2,0.640414142606219
20784,11,904,1856,41,0.5,0.3,0.58309518948453,22.6,2222,9.5,0.199999999999999,0,0.166009852216749,1.21727977035329,Normal,Calmo,Agressivo,2,1,2,1.43341320072474
20785,11,905,2419.2,43,0.7,0,0.7,61.1,2209,4.9,4.6,0.122951612903226,0.191158940397351,1.01109171751642,Agressivo,Calmo,Agressivo,2,3,3,1.5382280306193
20786,11,906,2585.6,44,0.8,-0.3,0.854400374531753,100,2205,4.3,0.600000000000001,0.33,0.203333333333333,0.958606883014137,Agressivo,Calmo,Normal,0,0,3,1.60111005152499
20787,11,907,2636.8,46,0.9,-0.2,0.921954445729289,100,2228,6.7,2.4,0.33,0.227079796264856,0.890266629830521,Agressivo,Calmo,Normal,0,0,3,1.51991847899521
20788,11,908,2700.8,47,0.9,-0.2,0.921954445729289,100,2273,3.6,3.1,0.33,0.23872852233677,0.83017791293286,Agressivo,Calmo,Normal,0,0,3,1.45080457500095
